Code,MarketCap
162300,151370544300
290560,39986954760
002800,96180970000
472220,9989700000
419270,18059475000
430220,15919800000
445970,12060000000
005800,86760000000
001720,623267476000
001725,463416524000
009270,131310535680
017000,35120761270
002700,131224771287
012790,85103546500
138070,47696230900
226330,190990156500
002870,29540101500
019170,635819880000
019175,42240000000
404990,210953682680
293940,631677881910
418210,9095100000
452980,37469710000
393360,15251250000
405640,16099250000
055550,22330674962050
056700,67302060210
187270,50567067325
004080,136325000000
243840,367784880750
257720,559204306840
222800,907843075500
036710,127644382800
160980,183527282400
356890,44900712600
217330,309230118760
102280,70637282701
003410,3480904836640
010280,61607101556
004770,82030945740
217320,3045000000
208640,52354335504
222420,56734368288
037760,47027760190
099320,357011662800
049960,116654000000
088280,68101038150
403550,614452310980
050890,372227571200
109670,112030380810
066790,210374085280
222080,779859493200
004920,70442570751
236030,8794160900
103660,10831447800
352480,669932652900
245450,2211944000
264660,119256768000
352700,75011472250
297090,215160300000
112610,2180261535100
900120,37181949414
359090,70485157955
286000,14455237100
115530,21340382000
115480,39737035792
340810,75228949470
376290,62330975000
189330,69391114760
096530,1300427250600
101240,48764665040
060590,211825735200
308170,92729700000
260930,96707955000
052300,58732457850
013990,212124607200
123860,312784107000
025980,570059416620
008700,160034001500
058220,10717917100
125210,183774240600
002790,2197510497000
00279K,130141870000
002795,67401834200
090430,6995733976400
090435,390111818500
357580,124208322480
052710,124959181950
074430,144475158380
092040,303078369980
083930,203140677640
149950,194157300000
036010,143563687200
002030,443220830000
183190,435551446200
002310,429464270900
050860,54562500000
012170,124801233040
136410,90026096020
246720,80015967300
067390,56669125280
159010,134814211290
127710,40977392268
267850,198579000000
020560,866152932960
154030,31305161785
227610,57511389646
143160,208433785500
054800,116412255000
332370,49311892090
122900,289828042800
339950,100006307375
099190,631544365350
289010,52227990220
214430,233101728000
040910,142179283400
368600,108737745200
052860,50015991200
010780,854180555900
069920,71668154550
038880,121150120650
307180,79304043060
101390,48799750230
456570,68324495250
451220,168516675400
447690,7640919660
078860,14707348380
090150,49580346912
123010,40300640828
031310,63788191600
185490,81629947680
059100,41576656800
149010,26832000000
262840,59948800000
175250,83379576960
052460,56824871040
119830,168259231450
052770,88405551520
124500,248219391600
372800,39838403900
084850,480878200800
114840,154817496000
027360,334741774620
139990,178552275750
032080,32301016587
013310,166480236780
059120,104894892960
158430,94934750175
149300,18699088360
067160,1475928082800
102950,52356392970
001540,104208935800
053800,715990632500
251280,11659744200
065660,136433849460
297570,48123493020
001780,315756937300
260660,81233211300
354320,268118432950
361570,102943871145
131370,249556283855
140670,148478114400
096610,51550708615
061040,126271234165
148250,31708187940
347860,146758033320
196170,8513699576800
123750,38812474365
085810,29656083231
117670,35906404275
314140,81637120620
291650,52638781200
293780,117961001140
018250,425464052850
161000,660649468220
390110,14439714933
196300,100162149780
310200,156797696320
179530,26644394260
900100,64231787620
205500,99521477766
052790,101749129240
290740,74581731510
238090,82865386560
092600,55058319815
129890,50238262720
174900,270228525000
255440,157871220000
030960,178017200000
102120,303339646180
263540,85049841450
238120,61325991440
224810,12600000000
019990,63804815520
011090,31075670038
270660,343795844400
038680,101267326860
137310,1562190780150
217480,54756837359
121890,25816254200
118000,63535926535
304360,121420083960
389500,226618976800
042110,77762268476
298060,57615303120
065420,18753252338
270210,4225197000
103230,28224000000
260970,74896299000
101490,943863668000
095910,36278375580
275630,27502209730
031330,276486360255
060540,66901263360
351320,54159079560
056190,895923562000
080000,101595695200
005850,1567637550000
214310,22516276518
246250,38523997060
258540,8250604605
041510,1863576458200
010580,173441493840
299670,9810000000
007820,103976179740
109610,201987562000
365330,89687300000
012750,2207752241800
031860,35312252565
306040,80209181640
217910,5352095064
224020,3838403153
457940,7546800000
435870,8332800000
455910,11445600000
096630,123191825198
069510,93607800000
041910,92449503510
234300,115910738820
039440,519224000000
098660,26564574000
052020,294173768700
237690,1196238090000
050760,30431505114
288620,101688634120
443670,309688549860
317830,113017350820
058610,640925704000
043340,66975000000
023960,53559159654
298690,324842400000
187660,59612962500
054630,22238939619
200710,482703130550
096690,71975957640
140910,13969290160
078520,174294878700
298380,1091949889200
203400,133918037440
195990,145191757710
003800,292221500000
088800,179360377245
241840,109614531060
311960,31239172800
453860,164624956500
312610,45780566880
015260,53824454542
172670,192197555550
234070,9366950700
445090,707978185200
072990,74430423180
227100,17685067428
044990,150071058720
239610,85195417000
462020,9081050000
148930,72244012300
044780,31145239521
357230,195846453500
355690,79339134000
071670,110600000000
045660,114896600000
224110,75027000000
021080,157920000000
089530,43367041800
200470,191476660360
207490,25200000000
262260,186928523840
007460,200216967048
109960,63126208628
003060,112512542441
397030,281310416300
244920,91335079720
278470,2260144644000
089970,337167165700
230240,209079903000
230360,340187984790
038870,76101173070
097780,69559057126
448280,345202652850
101360,879765734400
128540,65791983900
086520,16455898824000
450080,13321045595800
247540,26064058176000
383310,916765426800
038110,223137985400
073540,27018000000
064850,71755200000
036810,489527752500
173940,68113175400
083500,88244179380
446440,22745289600
054940,26771053236
043090,34481512395
950130,283653606600
205100,174151503020
356680,170404647240
070300,20845989420
317770,132361130860
092870,191806730960
317870,157374875000
067570,115545800000
236810,126466923700
140610,39521521100
333620,96062730400
101400,36281155312
036570,4259080268000
238170,9639453376
224760,15561815000
391060,52071000000
422040,15537200000
437780,11040850000
438580,7429200000
439410,18392000000
440820,16458000000
451700,29130500000
466910,18518500000
265740,74848484000
354200,56261475855
419080,144199271070
093510,10107580000
208860,25233717915
183490,143760799780
085310,76224134456
182400,139566732192
348370,4871180391000
058450,35217191000
069410,53682877760
227950,72813597590
291230,148120200480
198080,53837962500
048830,33646889631
096870,18799696000
276240,4912414180
900140,477873724635
290650,538766161250
066970,6151255902500
156100,147531898200
311060,29053770840
073110,55598468750
083310,395382732600
037950,103786000851
170920,151006548000
058630,114917996760
058970,605454480000
019590,100404523502
169330,54679469410
097520,456634392800
373170,69329447000
179290,201202073940
009780,89232000000
123040,242902033640
323230,42191168175
032790,56037307546
033160,298557458430
347890,130400802840
033310,113966802575
259630,140879150940
115960,175059760000
060850,74886510000
014440,70400000000
143540,42815899200
111770,1949704592000
009970,1243565990400
003520,373101171240
000670,928388160000
036560,196402500000
006740,96218046360
012280,48047989650
265560,95997816400
012160,56531187576
036000,41323492938
250930,24090321200
053280,125500000000
015360,228900000000
122640,421832175300
900300,18640024556
212310,28386906620
045060,52096570050
080520,55443994480
007310,1607139830000
039830,75555487800
322310,351713652100
046120,92034001600
014940,142189822320
002630,68659559895
065500,42757702464
271560,3672906662800
001800,895829534600
010470,108134701500
417860,77823660500
352910,100973010240
053980,104215478670
052420,118443737910
241790,117030817800
039200,841344669700
226400,113638805500
031510,48916000000
368970,48319647200
138080,151924558500
080580,185102250060
067170,67800020025
353590,89098944400
173130,125483349400
440320,79616600000
049480,78241733670
394280,709334636500
309930,55528767900
244460,19005080248
226950,262220400630
057540,52231951750
131030,90457707200
082210,106985084750
109080,56585440000
380540,40085557632
153710,95941525320
321820,222150565200
432430,190896654400
338840,147184378220
122990,199563542280
112290,136694568400
232140,548062938000
065530,103869900000
067900,131219541390
007530,51099914580
155650,98734995060
273640,149685900000
251370,187453191360
